Settlement Date,Settlement Period,System Sell Price(£/MWh),System Buy Price(£/MWh),Net Imbalance Volume(MWh)
20/12/2013,10,28.2979,29.03,-230.3392
20/12/2013,11,37.51,45.17792,211.7672
20/12/2013,12,37.29,45.94413,244.8389
20/12/2013,13,41.42,47.69865,250.1561
20/12/2013,14,48.31,64.90936,830.497
20/12/2013,15,48.37,66.27053,364.7466
20/12/2013,16,55.48,73.36609,613.333
20/12/2013,17,54.03,79.65923,387.2395
20/12/2013,18,53.56,94.10977,227.2098
20/12/2013,19,54.63,102.48506,150.5971
20/12/2013,20,55.01,80.08284,86.7956
20/12/2013,21,55.65,85.22368,115.7198
20/12/2013,22,55.13,84.14144,153.9055
20/12/2013,23,51.95,73.66877,154.0791
20/12/2013,24,44.24356,52.95,-83.2269
20/12/2013,25,43.03723,54.9,-173.1635
20/12/2013,26,39.41708,55.35,-717.8692
20/12/2013,27,40.71216,46.31,-692.8825
20/12/2013,28,40.92166,46.28,-696.86
20/12/2013,29,41.65219,44.75,-377.8729
20/12/2013,30,40.65362,44.54,-604.7472
20/12/2013,31,40.09926,46.86,-689.5682
20/12/2013,32,41.93856,48,-319.4137
20/12/2013,33,51,68.23296,223.1988
20/12/2013,34,62.78,80.58197,373.2886
20/12/2013,35,70.05,94.82036,300.5166
20/12/2013,36,70.03,89.92088,262.9998
20/12/2013,37,68.05,78.49381,221.7347
20/12/2013,38,66.35,68.7062,35.8373
20/12/2013,39,56.06,64.34,108.2598
20/12/2013,40,55.72,64.57042,436.3661
20/12/2013,41,50.63,63.16,187.0378
20/12/2013,42,54.42,63.48762,216.0793
20/12/2013,43,50.43,62.98201,507.4606
20/12/2013,44,47.78,59.84403,121.7548
20/12/2013,45,46.06,57.89038,111.4225
20/12/2013,46,44.76,59.74662,167.984
20/12/2013,47,39,60.85938,324.8204
20/12/2013,48,39.26,61.36011,545.1954
21/12/2013,1,33.55,58.20725,400.5417
21/12/2013,2,33.28,57.7319,347.0278
21/12/2013,3,31.03,58.18241,549.4423
21/12/2013,4,29,55.98828,381.3387
21/12/2013,5,28.32,54.47945,192.7053
21/12/2013,6,28.07,53.53676,216.6496
21/12/2013,7,29.32,53.24877,306.5537
21/12/2013,8,29.11,29.11,-6.2246
21/12/2013,9,28.75,28.75,-146.629
21/12/2013,10,23.5903,28.71,-370.4411
21/12/2013,11,23.65923,28.56,-288.3605
21/12/2013,12,29.16,29.16,-72.3729
21/12/2013,13,32.18,50.67053,249.9325
21/12/2013,14,29.97,52.99,48.4773
21/12/2013,15,29.7337,35.99,-95.4587
21/12/2013,16,29.78176,34.72,-75.3065
21/12/2013,17,29.63762,36.57,-144.7385
21/12/2013,18,37.83,64.91036,11.1333
21/12/2013,19,47.36,67.34,74.8334
21/12/2013,20,46.09,69.1576,307.5126
21/12/2013,21,46.01,69.41539,185.5486
21/12/2013,22,42.5,45.81,-31.7916
21/12/2013,23,46.05,55.69,10.8868
21/12/2013,24,45.81,66.36696,125.014
21/12/2013,25,45.92,68.4405,300.3346
21/12/2013,26,45.29,67.24,72.0303
21/12/2013,27,43.9,65.38,224.7565
21/12/2013,28,43.64,64.5,254.1684
21/12/2013,29,43.65,64.5,111.5021
21/12/2013,30,43,60.46718,119.8499
21/12/2013,31,52.85,59.01656,121.1982
21/12/2013,32,52.41,72.40097,269.4406
21/12/2013,33,56.06,83.08533,482.1141
21/12/2013,34,60.46,102.8429,903.1149
21/12/2013,35,68.9,123.29785,1056.6357
21/12/2013,36,72.34,117.82637,1103.8302
21/12/2013,37,69.76,101.47767,952.7296
21/12/2013,38,66.16,87.27903,466.9883
21/12/2013,39,42.94275,52.12,-118.563
21/12/2013,40,43.82237,50.97,-228.4458
21/12/2013,41,42.70509,51.38,-196.0221
21/12/2013,42,42.47116,49.55,-282.6117
21/12/2013,43,37.13551,44.99,-575.4821
21/12/2013,44,32.11258,43.01,-554.2753
21/12/2013,45,33.41756,41.15,-428.9896
21/12/2013,46,33.55745,39.28,-304.3315
21/12/2013,47,32.35298,34.56,-126.2245
21/12/2013,48,32.78,53,15.6948
22/12/2013,1,31.59875,34.28,-35.776
22/12/2013,2,31.09972,35.15,-38.4298
22/12/2013,3,31,33.83,-16.7554
22/12/2013,4,30.7435,31.76,-80.1195
22/12/2013,5,31.27,31.27,-64.9397
22/12/2013,6,30.47,30.47,-142.4833
22/12/2013,7,44.64163,44.64163,-142.3741
22/12/2013,8,38.83182,38.83182,-488.6874
22/12/2013,9,26.03,26.03,-490.1005
22/12/2013,10,25.15198,26.1,-588.5561
22/12/2013,11,24.97,24.97,-591.4417
22/12/2013,12,25.44153,25.44153,-509.6168
22/12/2013,13,27.75,52.82097,25.3257
22/12/2013,14,28.94,53.23909,170.5669
22/12/2013,15,31.59,53,58.7746
22/12/2013,16,30.52,30.52,-139.5419
22/12/2013,17,32.78,53.7709,221.9901
22/12/2013,18,32.87,54.12815,410.4096
22/12/2013,19,39.93,57.86208,312.7884
22/12/2013,20,40.13,61.53674,337.7481
22/12/2013,21,41.44,61.6349,324.277
22/12/2013,22,42.02,68.3544,345.0583
22/12/2013,23,44.66,67.93,262.3644
22/12/2013,24,45.02,66.04,101.0275
22/12/2013,25,46.62,65.08,111.275
22/12/2013,26,46.74,64.17,64.7167
22/12/2013,27,39.95583,45.08,-147.6419
22/12/2013,28,40.03398,44.91,-122.055
22/12/2013,29,35.61701,44.52,-142.5333
22/12/2013,30,33.36087,39.48,-443.6139
22/12/2013,31,30.89591,48.36,-143.638
22/12/2013,32,49.88,49.88,-130.8473
22/12/2013,33,31.10112,58.8,-39.3629
22/12/2013,34,69.68,94.74714,286.3386
22/12/2013,35,70.08,103.34,6.5063
22/12/2013,36,66.73,101.64369,137.7949
22/12/2013,37,61.96,90.90117,227.2433
22/12/2013,38,58.29,68.63,122.627
22/12/2013,39,52.43,66.83826,151.3438
22/12/2013,40,51.41,64.94548,107.8837
22/12/2013,41,51.66,64.5,63.8653
22/12/2013,42,50.1,64.5,71.5627
22/12/2013,43,43.44,64,19.7918
22/12/2013,44,42.86,64,70.7568
22/12/2013,45,33.83697,40.41,-40.7906
22/12/2013,46,38.58,56,134.8986
22/12/2013,47,33.89,55.87817,270.8716
22/12/2013,48,32.33,55.94095,285.9035
23/12/2013,1,32.95,54.25096,175.8515
23/12/2013,2,34.06,54.28772,244.9585
23/12/2013,3,32.18,54.33968,57.78
23/12/2013,4,30.5938,31.27,-58.9774
23/12/2013,5,30.83,53.72593,65.2328
23/12/2013,6,30.56,54.00891,136.9425
23/12/2013,7,29.46,54.06046,227.5967
23/12/2013,8,29.65,53.89713,163.35
23/12/2013,9,29.66,54.06837,254.3334
23/12/2013,10,29.5,54.21638,373.9418
23/12/2013,11,30.44,54.43921,184.6039
23/12/2013,12,31.03818,31.03818,-128.1374
23/12/2013,13,33.74,55.81431,221.5734
23/12/2013,14,35.63,58.191,75.1222
23/12/2013,15,42.14,62.49954,208.7054
23/12/2013,16,45.97,67.2959,400.998
23/12/2013,17,58.64,70.25715,780.9384
23/12/2013,18,53.61,74.83714,1139.1857
23/12/2013,19,63.62,75.97277,1043.3777
23/12/2013,20,65.35,75.87595,1029.9967
23/12/2013,21,66.7,71.18514,598.1884
23/12/2013,22,68.55119,68.55119,418.9678
23/12/2013,23,63.25,70.77548,656.493
23/12/2013,24,62.64,70.93258,780.6276
23/12/2013,25,61.52,70.92741,864.5541
23/12/2013,26,61.23,86.16288,1249.0833
23/12/2013,27,60.59,70.48118,1036.4005
23/12/2013,28,60.19,68.66958,1007.4792
23/12/2013,29,59.04,70.9758,1147.3518
23/12/2013,30,57.2,80.80408,1398.5449
23/12/2013,31,61.02,74.11562,918.845
23/12/2013,32,63.56,68.88202,306.6938
23/12/2013,33,45.80766,86.41,-16.125
23/12/2013,34,44.47666,103.07,-192.9256
23/12/2013,35,46.18389,103.83,-14.1314
23/12/2013,36,46.46195,88.67,-40.9111
23/12/2013,37,44.07628,84.18,-172.5501
23/12/2013,38,44.05787,81.65,-207.9773
23/12/2013,39,45,50.28,-22.3703
23/12/2013,40,52.2,63.06727,195.0307
23/12/2013,41,51.62,64.6177,186.6879
23/12/2013,42,49.78,65.67402,394.5695
23/12/2013,43,51.06,63.70383,261.546
23/12/2013,44,47.59,64.66221,101.025
23/12/2013,45,41.20095,43.79,-165.3534
23/12/2013,46,35.60986,45.67,-306.5294
23/12/2013,47,42.89,58.70092,227.2643
23/12/2013,48,42.71,57.46362,182.9616
24/12/2013,1,39.59,57.16554,472.2532
24/12/2013,2,39.54,55.37408,436.87
24/12/2013,3,37.43,59.47295,805.601
24/12/2013,4,36.31,58.15659,683.5076
24/12/2013,5,31.79,55.82751,624.9289
24/12/2013,6,30.02,53.5558,253.542
24/12/2013,7,28.86,53.30566,100.1962
24/12/2013,8,27.26,53.70468,359.1543
24/12/2013,9,26.46,53.57261,268.4376
24/12/2013,10,30.5676,30.5676,-327.5144
24/12/2013,11,31.42732,31.42732,-113.918
24/12/2013,12,26.79704,30.02,-250.7071
24/12/2013,13,28.71459,35.53,-217.6063
24/12/2013,14,28.824,34.5,-470.9071
24/12/2013,15,28.60697,38.2,-510.4609
24/12/2013,16,32.41421,40.37,-391.9839
24/12/2013,17,45.3294,45.3294,-3.607
24/12/2013,18,41.89,72.30985,781.8772
24/12/2013,19,60.51,73.68957,794.5486
24/12/2013,20,63.57,74.25641,723.8272
24/12/2013,21,68.75,73.35879,591.0318
24/12/2013,22,65.86951,65.86951,176.4136
24/12/2013,23,41.29872,60.16,-24.8009
24/12/2013,24,60.75,61.56928,136.458
24/12/2013,25,59.29,59.42078,40.6287
24/12/2013,26,47.74,47.74,9.7026
24/12/2013,27,57.12,59.52545,74.08
24/12/2013,28,40,56,-1.5911
24/12/2013,29,40.01402,56.56,-55.2091
24/12/2013,30,34.47268,55.76,-445.7698
24/12/2013,31,35.68337,48.72,-522.4129
24/12/2013,32,37.99569,48.95,-410.0279
24/12/2013,33,42.21285,50.89,-269.2597
24/12/2013,34,59.4,66.90722,65.3137
24/12/2013,35,69.31,97.9,31.2188
24/12/2013,36,41.74929,67.34,-209.9949
24/12/2013,37,41.61738,62.22,-436.0047
24/12/2013,38,41.37848,55.97,-387.736
24/12/2013,39,41.27844,52.17,-157.3313
24/12/2013,40,44.19791,48,-224.4326
24/12/2013,41,47.82,62.13,5.7137
24/12/2013,42,41.37239,46.48,-90.8237
24/12/2013,43,35.88337,45.85,-208.4331
24/12/2013,44,32.70291,42.55,-448.9632
24/12/2013,45,32.01893,37.55,-308.0732
24/12/2013,46,32.87144,37.27,-334.1683
24/12/2013,47,37.7,55.97071,274.8558
24/12/2013,48,34.65,57.19021,50.815
25/12/2013,1,33.06868,35.83,-172.0836
25/12/2013,2,31.48297,35.97,-151.7365
25/12/2013,3,29.1726,35.28,-191.9103
25/12/2013,4,26.97357,33.28,-273.8177
25/12/2013,5,32.79,53.47,20.7082
25/12/2013,6,27.65286,31.69,-223.25
25/12/2013,7,25.08012,27.51,-468.0475
25/12/2013,8,24.19885,25.14,-561.8845
25/12/2013,9,24.47876,24.47876,-543.9082
25/12/2013,10,21.63165,22.68,-610.3975
25/12/2013,11,16.29877,19.87,-729.9251
25/12/2013,12,24.88773,24.88773,-505.8624
25/12/2013,13,26.38,53.3,16.2329
25/12/2013,14,27,29.59,-4.4083
25/12/2013,15,25.80437,33.29,-376.9674
25/12/2013,16,28.67777,34.66,-109.7665
25/12/2013,17,39.24,51.69727,200.4338
25/12/2013,18,40.49,53.79025,86.7322
25/12/2013,19,49.25663,49.25663,-30.1001
25/12/2013,20,41.76683,41.76683,-106.0441
25/12/2013,21,35.05264,41.32,-239.1714
25/12/2013,22,30.17369,41.08,-606.1892
25/12/2013,23,27.53713,49.19,-910.9472
25/12/2013,24,33.13704,49.05,-629.9734
25/12/2013,25,38.02069,48.24,-343.737
25/12/2013,26,39.71583,50.05,-89.098
25/12/2013,27,36.08715,48.54,-64.7289
25/12/2013,28,48.36,58.4181,276.7671
25/12/2013,29,47.73,57.91543,224.1681
25/12/2013,30,46.25,57.46263,169.1723
25/12/2013,31,36.19072,45.04,-138.2472
25/12/2013,32,28.7897,43.25,-623.3483
25/12/2013,33,28.97914,43.34,-418.7113
25/12/2013,34,32.3695,45.21,-311.3839
25/12/2013,35,33.11144,45.39,-472.6421
25/12/2013,36,34.12003,44.62,-390.9162
25/12/2013,37,31.67631,43.7,-276.9048
25/12/2013,38,30.43999,43.39,-243.5874
25/12/2013,39,36.49024,40.77,-90.2555
25/12/2013,40,34.95964,41.3,-93.999
25/12/2013,41,33.48156,40.05,-294.4292
25/12/2013,42,34.53416,39.88,-283.7981
25/12/2013,43,34.64093,37.06,-267.8803
25/12/2013,44,32.2862,35.88,-187.3052
25/12/2013,45,31.18094,34.64,-368.473
25/12/2013,46,30.74135,35.2,-402.3622
25/12/2013,47,29.29731,36.45,-429.1021
25/12/2013,48,30.50514,36.52,-293.6475
26/12/2013,1,30.34152,38.4,-238.9993
26/12/2013,2,31.19796,37.13,-89.4024
26/12/2013,3,31.20515,42.64,-184.0763
26/12/2013,4,30.13173,40.01,-464.4309
26/12/2013,5,29.61689,40.48,-474.83
26/12/2013,6,40.39,40.39,-377.4099
26/12/2013,7,33.24,33.24,-213.0917
26/12/2013,8,27.91082,31.53,-427.2421
26/12/2013,9,29.75218,31.92,-294.7993
26/12/2013,10,30.5,31.69,-335.0752
26/12/2013,11,31.11,31.11,-324.5917
26/12/2013,12,30.5,32.16,-457.8888
26/12/2013,13,33.82,33.82,-224.819
26/12/2013,14,30.1505,35.6,-213.8497
26/12/2013,15,29.76233,31.78,-4.6524
26/12/2013,16,32.28,55.4615,90.891
26/12/2013,17,33.16,60.7376,279.0951
26/12/2013,18,33.14,63.15926,173.2012
26/12/2013,19,35.83793,44.6,-103.9498
26/12/2013,20,50.36,61.23955,49.3629
26/12/2013,21,56.08,68,34.355
26/12/2013,22,55.21,67.22543,4.953
26/12/2013,23,59.51,63.38355,85.2787
26/12/2013,24,41.677,66.4,-56.78
26/12/2013,25,41.1609,74.51,-249.5977
26/12/2013,26,41.152,72.8,-231.1909
26/12/2013,27,40.94026,71.51,-347.6999
26/12/2013,28,39.58508,68.43,-533.1179
26/12/2013,29,38.21085,66.49,-677.199
26/12/2013,30,38.11244,60.18,-629.0292
26/12/2013,31,38.15445,57.71,-600.8109
26/12/2013,32,38.70664,58.03,-468.242
26/12/2013,33,57.23244,57.23244,12.6437
26/12/2013,34,74.28,88.61655,373.2889
26/12/2013,35,42.55,78.11,-36.3991
26/12/2013,36,41.45881,74.44,-581.757
26/12/2013,37,40.24431,53.54,-733.1098
26/12/2013,38,35.90992,49.19,-932.2062
26/12/2013,39,36.14402,55.11,-762.5705
26/12/2013,40,34.88883,53.44,-682.108
26/12/2013,41,29.96851,43.67,-934.1603
26/12/2013,42,30.02247,40.94,-658.2049
26/12/2013,43,31.49962,34.22,-446.0296
26/12/2013,44,31.25755,34.14,-468.2969
26/12/2013,45,31.49086,32.19,-187.3761
26/12/2013,46,31.68,53.4859,225.5645
26/12/2013,47,43.29727,43.29727,-15.3557
26/12/2013,48,30.75,52.9936,62.4112
27/12/2013,1,31.33,53.24861,298.6391
27/12/2013,2,31.16,53.65191,399.0498
27/12/2013,3,26.48,53.74508,433.0882
27/12/2013,4,23.4,52.49867,142.6583
27/12/2013,5,18.54,52.13653,123.6749
27/12/2013,6,18.4,52.588,191.9665
27/12/2013,7,27,27,-44.7123
27/12/2013,8,26.25138,26.25138,-203.5337
27/12/2013,9,20.45559,20.45559,-248.6614
27/12/2013,10,16.84141,16.84141,-209.0057
27/12/2013,11,27,27,-89.5584
27/12/2013,12,16.51,50.2013,103.1807
27/12/2013,13,21.54,54.67863,510.6918
27/12/2013,14,25.71,54.13846,257.2637
27/12/2013,15,31.97653,31.97653,-164.7842
27/12/2013,16,33.1702,33.1702,-342.9875
27/12/2013,17,30.55338,35.69,-259.0652
27/12/2013,18,30.40137,33.5,-415.1236
27/12/2013,19,32.09486,43.73,-103.6759
27/12/2013,20,33.20638,46.12,-102.3889
27/12/2013,21,49.99706,52.91,-80.4112
27/12/2013,22,34.88928,53.71,-321.4004
27/12/2013,23,37.20268,59.98,-198.0035
27/12/2013,24,39.90038,60.07,-163.1657
27/12/2013,25,36.58031,60.21,-177.4636
27/12/2013,26,34.83934,58,-263.3148
27/12/2013,27,33.52039,52.86,-361.8503
27/12/2013,28,32.46823,49.89,-382.7333
27/12/2013,29,31.56932,47.9,-216.8752
27/12/2013,30,32.65304,45.79,-233.7721
27/12/2013,31,33.22137,46.75,-213.3037
27/12/2013,32,31.507,48.43,-599.9787
27/12/2013,33,35.83884,52.33,-498.6752
27/12/2013,34,71.67,78.13955,242.6452
27/12/2013,35,72.29,87.41806,392.0192
27/12/2013,36,71.11,81.97,265.4196
27/12/2013,37,59.06,72.48238,226.2865
27/12/2013,38,58.37,66.1968,184.8353
27/12/2013,39,42.6,47.75,-1.1864
27/12/2013,40,42.6,46.79,-13.3234
27/12/2013,41,44.75,63.10773,214.7924
27/12/2013,42,44.61,61.75845,225.0481
27/12/2013,43,43.72,59.12739,208.7668
27/12/2013,44,32.37701,40.31,-264.1667
27/12/2013,45,50,50,-3.3661
27/12/2013,46,38.43503,38.43503,-28.4456
27/12/2013,47,32.12,57.09369,406.1717
27/12/2013,48,33.47,57.78626,532.6327
28/12/2013,1,33.58,55.68787,179.8156
28/12/2013,2,33.41,55.75603,260.4221
28/12/2013,3,34.08,55.75972,193.8919
28/12/2013,4,29.72308,35.55,-175.0412
28/12/2013,5,35.29,35.29,-326.3414
28/12/2013,6,34.28,34.28,-321.8557
28/12/2013,7,30.82216,30.82216,-151.833
28/12/2013,8,29.09359,29.6,-395.0099
28/12/2013,9,30.85,30.85,-577.4353
28/12/2013,10,30.85,30.85,-431.128
28/12/2013,11,29.63,29.63,-179.7795
28/12/2013,12,30.25,30.25,-44.3075
28/12/2013,13,30.6,31.6,-19.0258
28/12/2013,14,30.94487,31.81,-47.4369
28/12/2013,15,30.30723,32.11,-259.2862
28/12/2013,16,25.82001,31.39,-473.1036
28/12/2013,17,32.41,32.41,-324.8192
28/12/2013,18,32.3,32.72,-176.9172
28/12/2013,19,34.61271,45.73,-500.8808
28/12/2013,20,30.45323,45.37,-697.6835
28/12/2013,21,35.08409,41.62,-708.533
28/12/2013,22,30.65611,43.48,-836.9146
28/12/2013,23,30.52233,45.4,-908.4133
28/12/2013,24,30.58779,45.99,-825.6002
28/12/2013,25,31.31429,45.24,-782.2501
28/12/2013,26,30.99789,43.24,-785.5455
28/12/2013,27,34.45884,39.51,-495.2631
28/12/2013,28,34.73641,40.07,-298.4583
28/12/2013,29,34.08829,41.37,-363.391
28/12/2013,30,33.42244,41.11,-382.9181
28/12/2013,31,35.54193,49.29,-222.2014
28/12/2013,32,36.07515,52.44,-592.9968
28/12/2013,33,39.17883,52.63,-506.3279
28/12/2013,34,41.69518,64.33,-241.4938
28/12/2013,35,42.20335,78,-3.3738
28/12/2013,36,79.54,99.95,1.5665
28/12/2013,37,42.64955,72.15,-58.6417
28/12/2013,38,41.8694,66.28,-469.5335
28/12/2013,39,41.7716,54.59,-549.6711
28/12/2013,40,42.24976,51.52,-161.3467
28/12/2013,41,52.96,63.38365,79.5957
28/12/2013,42,42.15,51.14,-84.5319
28/12/2013,43,42.15,51.12,-159.8168
28/12/2013,44,40.31298,50.68,-173.8232
28/12/2013,45,41.41698,48.67,-282.3508
28/12/2013,46,38.30135,45.92,-339.5116
28/12/2013,47,35.34603,45.41,-91.1936
28/12/2013,48,45.16,60,1.8597
29/12/2013,1,34.22819,42.17,-177.7682
29/12/2013,2,34.21897,42.11,-124.5435
29/12/2013,3,34.54352,41.24,-120.6661
29/12/2013,4,31.50579,39.71,-141.7485
29/12/2013,5,31.84117,38.44,-184.0434
29/12/2013,6,30.85,38.23,-103.6544
29/12/2013,7,28.74,54.59419,280.2759
29/12/2013,8,31.35667,31.35667,-45.7735
29/12/2013,9,28.74942,28.74942,-218.137
29/12/2013,10,28.02187,28.05,-302.3777
29/12/2013,11,27.8391,27.85,-165.3883
29/12/2013,12,30.66786,30.66786,-34.1053
29/12/2013,13,45,45,-2.8498
29/12/2013,14,29.86293,29.86293,-75.8766
29/12/2013,15,32.4409,35.34,-250.5008
29/12/2013,16,32.1307,35.85,-189.5536
29/12/2013,17,34.00749,37.14,-167.1498
29/12/2013,18,41.6515,41.6515,-9.3865
29/12/2013,19,34.10886,48.82,-156.0902
29/12/2013,20,40.21335,49.6,-31.4431
29/12/2013,21,40.21742,49.52,-271.2861
29/12/2013,22,42.43904,48.56,-298.1798
29/12/2013,23,42.95431,54.95,-360.5585
29/12/2013,24,42.90033,55.15,-433.6718
29/12/2013,25,43.38799,54.37,-273.5593
29/12/2013,26,42.96252,53.37,-444.4493
29/12/2013,27,41.71185,53.24,-559.2401
29/12/2013,28,41.19162,52.62,-768.942
29/12/2013,29,40.38113,51.56,-857.5304
29/12/2013,30,36.82753,50.64,-1014.8497
29/12/2013,31,37.44011,52.38,-1011.0668
29/12/2013,32,39.46704,53.15,-818.078
29/12/2013,33,37.23302,58.78,-944.8528
29/12/2013,34,39.24826,71.47,-935.4542
29/12/2013,35,41.51334,78.32,-692.6908
29/12/2013,36,41.2894,75.19,-891.7646
29/12/2013,37,42.03492,63.53,-682.6668
29/12/2013,38,41.40571,59.55,-666.0685
29/12/2013,39,40.81515,46.55,-812.9149
29/12/2013,40,41.70726,47.5,-574.2906
29/12/2013,41,41.21533,47.62,-408.5794
29/12/2013,42,38.59762,46.22,-541.6383
29/12/2013,43,37.98529,45.38,-216.5739
29/12/2013,44,34.15697,42.62,-495.1187
29/12/2013,45,31.78498,40.2,-617.3232
29/12/2013,46,32.27139,39.33,-645.9534
29/12/2013,47,25.53236,35.06,-581.4466
29/12/2013,48,27.15992,30.93,-697.5718
30/12/2013,1,27.59632,30.66,-451.304
30/12/2013,2,33.28,33.28,-375.5773
30/12/2013,3,30.6,30.6,-191.8579
30/12/2013,4,31.35,31.35,-295.7585
30/12/2013,5,45,45,-310.5695
30/12/2013,6,30.37,30.37,-4.6824
30/12/2013,7,31.83,50,43.625
30/12/2013,8,27.01,27.01,-137.7396
30/12/2013,9,37.71029,37.71029,-195.4999
30/12/2013,10,33.38194,33.38194,-212.4941
30/12/2013,11,31.2846,31.2846,-70.6155
30/12/2013,12,36.87223,36.87223,-162.9369
30/12/2013,13,31.99035,31.99035,-132.3478
30/12/2013,14,29.38191,32.14,-382.7895
30/12/2013,15,30.62515,41.11,-485.2733
30/12/2013,16,29.28073,41.84,-632.0677
30/12/2013,17,30.25877,45.71,-582.6586
30/12/2013,18,35.29718,46.39,-303.213
30/12/2013,19,35.11799,53.5,-509.229
30/12/2013,20,40.67417,53.81,-419.7485
30/12/2013,21,40.49725,53.29,-416.85
30/12/2013,22,40.21188,53.62,-631.6921
30/12/2013,23,40.92812,52.85,-563.4834
30/12/2013,24,40.91624,55.76,-462.4582
30/12/2013,25,41.01896,54.51,-341.8244
30/12/2013,26,40.85021,53.6,-622.0075
30/12/2013,27,40.84819,51.78,-802.2794
30/12/2013,28,39.76645,49.45,-1152.9956
30/12/2013,29,36.87627,46.95,-1328.9181
30/12/2013,30,33.4788,43.88,-1358.5226
30/12/2013,31,30.23167,48.44,-1623.2249
30/12/2013,32,29.65691,46.41,-1921.405
30/12/2013,33,30.74593,48.17,-1680.7846
30/12/2013,34,39.838,57.2,-925.0327
30/12/2013,35,41.16305,64.34,-681.9632
30/12/2013,36,41.2952,63.44,-569.1033
30/12/2013,37,40.47788,57.79,-696.1836
30/12/2013,38,41.63498,55.3,-437.855
30/12/2013,39,49.47,60.78422,98.5861
30/12/2013,40,49.36,52.71243,24.8882
30/12/2013,41,41.45434,48.8,-231.5504
30/12/2013,42,41.25755,49.29,-328.1029
30/12/2013,43,40.94588,46.53,-332.3639
30/12/2013,44,40.38707,45.44,-358.3001
30/12/2013,45,40,46.92,-216.1555
30/12/2013,46,40,47.27,-221.8355
30/12/2013,47,34.04212,43.24,-315.7543
30/12/2013,48,31.25456,38.6,-420.8688
31/12/2013,1,31.1319,38.04,-316.6387
31/12/2013,2,30.73717,37.81,-355.7338
31/12/2013,3,29.74463,32.08,-360.3446
31/12/2013,4,29.00828,29.59,-369.883
31/12/2013,5,28.41925,28.73,-326.244
31/12/2013,6,23.43124,28.8,-402.1033
31/12/2013,7,19.44366,27.42,-508.0849
31/12/2013,8,5.86531,26.8,-829.744
31/12/2013,9,3.88432,26.16,-1050.5393
31/12/2013,10,9.13616,26.19,-1089.1094
31/12/2013,11,8.68543,25.36,-1113.0231
31/12/2013,12,11.02717,25.66,-993.4002
31/12/2013,13,19.27357,30.36,-566.0547
31/12/2013,14,25.47076,31.77,-536.0402
31/12/2013,15,26.8266,36.61,-614.1703
31/12/2013,16,25.22254,40.05,-533.0303
31/12/2013,17,27.07689,43.49,-545.2755
31/12/2013,18,30.56925,43.87,-503.4115
31/12/2013,19,28.08793,46.35,-707.2678
31/12/2013,20,30.0201,44.31,-592.7021
31/12/2013,21,33.3521,44.29,-433.7926
31/12/2013,22,32.39525,42.99,-184.9459
31/12/2013,23,32.30605,42.31,-385.5763
31/12/2013,24,36.21683,43.03,-360.6077
31/12/2013,25,40.38216,43.89,-201.182
31/12/2013,26,41.06,43.01,-35.8057
31/12/2013,27,41.06,41.36,-17.9989
31/12/2013,28,40.20353,40.97,-83.8884
31/12/2013,29,37.49929,41.5,-274.4834
31/12/2013,30,36.42207,40.25,-411.067
31/12/2013,31,36.12427,47.9,-466.8981
31/12/2013,32,36.57844,48.44,-464.3553
31/12/2013,33,37.85446,51.98,-284.8023
31/12/2013,34,58.15,104.81306,437.2505
31/12/2013,35,66.31,135.26197,787.6667
31/12/2013,36,65.2,133.01608,817.3721
31/12/2013,37,60.07,99.34985,473.464
31/12/2013,38,40.90079,57.07,-89.7946
31/12/2013,39,40.74568,49.46,-192.6931
31/12/2013,40,37.60289,48.06,-149.3418
31/12/2013,41,35.07924,46.7,-604.8972
31/12/2013,42,32.66539,45.76,-721.9382
31/12/2013,43,33.63513,40.38,-436.2296
31/12/2013,44,32.38576,39.97,-545.2579
31/12/2013,45,32.59413,37.62,-322.8466
31/12/2013,46,32.50619,36.75,-227.3001
31/12/2013,47,28.56751,32.77,-424.1097
31/12/2013,48,30.11382,36.03,-27.9333
1/1/2014,1,35.32,54.15695,364.3676
1/1/2014,2,37.28,55.49905,437.305
1/1/2014,3,41.5,56.23068,441.1248
1/1/2014,4,36.74,52.89723,131.9209
1/1/2014,5,28.66,32.04,-11.1787
1/1/2014,6,27.98809,30.51,-167.1926
1/1/2014,7,26.62,50,13.0704
1/1/2014,8,27.60437,27.60437,-149.005
1/1/2014,9,18.6348,22.39,-344.7769
1/1/2014,10,11.78202,20.75,-426.3529
1/1/2014,11,6.85685,21.46,-454.0165
1/1/2014,12,6.36701,22.19,-484.5001
1/1/2014,13,6.79427,22.81,-451.0374
1/1/2014,14,13.64963,22.82,-535.1106
1/1/2014,15,5.56976,27.78,-1053.7801
1/1/2014,16,5.58416,26.65,-1187.3914
1/1/2014,17,8.91621,27.62,-1076.2247
1/1/2014,18,10.96759,27.44,-1051.5687
1/1/2014,19,20.34543,28.19,-874.2684
1/1/2014,20,25.39798,28.64,-690.7601
1/1/2014,21,27.41134,30.08,-324.9106
1/1/2014,22,29.82544,29.91,-18.6332
1/1/2014,23,29.26475,39.01,-128.1159
1/1/2014,24,38.9,53.1,112.7929
1/1/2014,25,38.09,61.61326,412.6482
1/1/2014,26,38.02,59.59438,423.2817
1/1/2014,27,36.93,60.90985,611.2738
1/1/2014,28,36.46,60.36941,620.2808
1/1/2014,29,35.93,60.58033,446.4345
