Settlement Date,Settlement Period,System Sell Price(£/MWh),System Buy Price(£/MWh),Net Imbalance Volume(MWh)
13/04/2015,4,45.85,53,90.8571
13/04/2015,5,43.93,53,58.0871
13/04/2015,6,35,42.51,-10.293
13/04/2015,7,35,39.23,-46.086
13/04/2015,8,35,39.74,-2.9187
13/04/2015,9,40.07,52.00706,32.8792
13/04/2015,10,35,38.49,-25.9638
13/04/2015,11,52.48,56.78682,343.5327
13/04/2015,12,48.57,56.57696,202.2696
13/04/2015,13,34.11552,42.8,-157.7545
13/04/2015,14,43.04,54.65352,72.1614
13/04/2015,15,41.54,41.54,4.9148
13/04/2015,16,55.78,70.08397,114.8533
13/04/2015,17,58.77,74.66823,162.9541
13/04/2015,18,63.62,76.12048,6.55
13/04/2015,19,35.12724,67.43,-111.8169
13/04/2015,20,35.23274,71.21,-444.6282
13/04/2015,21,35.1132,63.05,-682.8264
13/04/2015,22,35.11519,62.13,-645.3879
13/04/2015,23,34.94817,50.94,-656.3029
13/04/2015,24,35.13792,48.99,-836.8683
13/04/2015,25,34.80069,47.77,-836.956
13/04/2015,26,35.19666,46.4,-966.5049
13/04/2015,27,35.2988,44.15,-871.4445
13/04/2015,28,35.2591,41.59,-870.328
13/04/2015,29,35.36027,40.11,-727.7419
13/04/2015,30,35.39317,39.55,-658.0604
13/04/2015,31,35.39628,38.73,-764.041
13/04/2015,32,35.49554,38.64,-653.2134
13/04/2015,33,35.49745,38.86,-648.0623
13/04/2015,34,35.50395,39.98,-572.8714
13/04/2015,35,35.52413,41.76,-246.629
13/04/2015,36,35.65501,42.25,-232.4596
13/04/2015,37,35.65834,41.51,-335.282
13/04/2015,38,35.67386,41.38,-304.9615
13/04/2015,39,35.69873,44.43,-262.5176
13/04/2015,40,35.89628,43.95,-119.93
13/04/2015,41,45.65,69.04624,339.347
13/04/2015,42,45.32,65.763,194.874
13/04/2015,43,36,43.3,-54.3948
13/04/2015,44,35.76138,43.26,-264.9014
13/04/2015,45,35.70352,43.21,-263.8125
13/04/2015,46,35.75906,41.69,-191.4788
13/04/2015,47,40.28,53.45,149.367
13/04/2015,48,34.64673,39.74,-266.1473
14/04/2015,1,27.00524,35.46,-291.9035
14/04/2015,2,23.83172,33.22,-308.7966
14/04/2015,3,30.01416,30.66,-26.0451
14/04/2015,4,31.85,52.54941,189.7097
14/04/2015,5,30.81,52.02058,113.5851
14/04/2015,6,30.19,51.6118,89.7311
14/04/2015,7,27.51,51.67834,136.2624
14/04/2015,8,26.71,52.7503,253.8918
14/04/2015,9,26.46,52.3964,275.2502
14/04/2015,10,27.58,52.60081,240.8248
14/04/2015,11,31.7,39.28266,261.2463
14/04/2015,12,32.6,39,137.5937
14/04/2015,13,33.55,39,6.7859
14/04/2015,14,39.29,45.05696,409.7509
14/04/2015,15,41.3,50,-10.6924
14/04/2015,16,49.17,49.17,58.7643
14/04/2015,17,36,51.21,-67.272
14/04/2015,18,36.48813,51.47,-354.8077
14/04/2015,19,36.41984,49.66,-332.2264
14/04/2015,20,36.14144,49.38,-539.8826
14/04/2015,21,35.54594,48.45,-650.8725
14/04/2015,22,35.55294,46.22,-653.0507
14/04/2015,23,35.39093,38.18,-759.6676
14/04/2015,24,35.28263,38.13,-867.3478
14/04/2015,25,35.31803,38.45,-742.6639
14/04/2015,26,35.31102,38.09,-732.906
14/04/2015,27,35.37957,37.52,-664.6565
14/04/2015,28,35.33855,37.61,-782.6605
14/04/2015,29,35.4063,37.64,-776.2781
14/04/2015,30,35.54417,37.76,-703.5972
14/04/2015,31,35.59553,41.29,-736.4832
14/04/2015,32,35.95999,41.95,-587.8253
14/04/2015,33,35.75365,43.81,-572.7728
14/04/2015,34,36.60005,44.67,-647.405
14/04/2015,35,41.25429,51.02,-382.3861
14/04/2015,36,38.15464,50.94,-108.7297
14/04/2015,37,36.5,50.98,-37.6499
14/04/2015,38,50.64,62.30355,92.4825
14/04/2015,39,36.5,48.85,-32.1149
14/04/2015,40,36.21546,48.18,-98.6248
14/04/2015,41,52.5,77.63017,90.8589
14/04/2015,42,53.99,65.79838,159.7265
14/04/2015,43,48.1,59.20823,125.5475
14/04/2015,44,36.3979,46.87,-170.2867
14/04/2015,45,44,52.16017,160.9261
14/04/2015,46,43.69,52.56864,217.8817
14/04/2015,47,41.02,52.02,109.4923
14/04/2015,48,36.12112,39,-46.8981
15/04/2015,1,32.03907,37.46,-215.2786
15/04/2015,2,21.61198,37.21,-344.5995
15/04/2015,3,26.58071,34.01,-153.9834
15/04/2015,4,33.20572,37.02,-50.7589
15/04/2015,5,29.4296,36.75,-234.9174
15/04/2015,6,23.03936,36.93,-368.7979
15/04/2015,7,20.77658,33.83,-279.9481
15/04/2015,8,26.85555,32.88,-53.0234
15/04/2015,9,30.57257,33.85,-52.4667
15/04/2015,10,32.52,52.99331,93.813
15/04/2015,11,37.52,39.83531,193.2361
15/04/2015,12,39.41,44.15206,364.7414
15/04/2015,13,36.74,40.77765,268.4513
15/04/2015,14,39.38,41.82866,292.8708
15/04/2015,15,35.55156,41.56,-348.2423
15/04/2015,16,35.48157,43.03,-354.4987
15/04/2015,17,35.44947,35.44947,-487.1317
15/04/2015,18,34.32819,34.32819,-902.0417
15/04/2015,19,35.14021,40.92,-703.3639
15/04/2015,20,34.98911,38.69,-735.5208
15/04/2015,21,34.96589,38.39,-727.8499
15/04/2015,22,35.18563,37.9,-704.7136
15/04/2015,23,35.2834,37.29,-605.1525
15/04/2015,24,35.60224,37.52,-637.6111
15/04/2015,25,36.22453,37.36,-551.445
15/04/2015,26,36.22154,37.34,-505.17
15/04/2015,27,36.19934,37.32,-480.9668
15/04/2015,28,35.97585,37.28,-704.3251
15/04/2015,29,35.70016,37.41,-772.0433
15/04/2015,30,35.89906,37.33,-761.4459
15/04/2015,31,35.77224,43.02,-715.0344
15/04/2015,32,36.21063,43.37,-679.0315
15/04/2015,33,36.37702,45.3,-587.5845
15/04/2015,34,36.97565,46.07,-506.7937
15/04/2015,35,37.06327,48.08,-398.0167
15/04/2015,36,38.93256,48.6,-384.3361
15/04/2015,37,36.43462,48.72,-284.398
15/04/2015,38,36.43102,48.61,-345.3024
15/04/2015,39,36.39228,50.05,-487.2599
15/04/2015,40,36.29498,48.49,-568.4974
15/04/2015,41,36.5055,53.93,-212.1716
15/04/2015,42,55.45,75.88157,188.8676
15/04/2015,43,46.89,70.89239,96.648
15/04/2015,44,42.08,42.08,13.263
15/04/2015,45,42.56,53.44252,165.1729
15/04/2015,46,42.4,52.86626,110.0104
15/04/2015,47,40.37,52.77506,200.6637
15/04/2015,48,36.2,39.32,-61.6774
16/04/2015,1,39.13,49.9,11.729
16/04/2015,2,39.08,51.76014,31.1782
16/04/2015,3,36,40.02,-12.5
16/04/2015,4,36,40.35,-14.4237
16/04/2015,5,36,39.31,-1.1343
16/04/2015,6,36,40.12,-1.4495
16/04/2015,7,35.96873,39.64,-11.8445
16/04/2015,8,35.85,39.89,-45.5683
16/04/2015,9,34.76276,39.66,-86.0166
16/04/2015,10,34.69017,39.55,-113.1338
16/04/2015,11,35.62664,40.4,-15.6424
16/04/2015,12,36,43.61,-14.2523
16/04/2015,13,36,41.31,-34.0391
16/04/2015,14,36.03497,39.74,-26.2745
16/04/2015,15,35.96568,42.84,-412.5492
16/04/2015,16,36.1229,46.23,-165.2484
16/04/2015,17,36.41565,60.56,-283.5051
16/04/2015,18,36.5404,68.53,-489.0612
16/04/2015,19,36.09691,62.54,-531.751
16/04/2015,20,35.82889,60.07,-570.7116
16/04/2015,21,35.88227,58.47,-549.6533
16/04/2015,22,35.7438,55.47,-651.6244
16/04/2015,23,35.86624,40.08,-561.1145
16/04/2015,24,35.94217,40.07,-436.1623
16/04/2015,25,35.97072,40.06,-537.3271
16/04/2015,26,36.1556,39.86,-182.5976
16/04/2015,27,36.12877,37.61,-223.8287
16/04/2015,28,36.01284,37.55,-524.05
16/04/2015,29,35.80778,37.46,-778.0497
16/04/2015,30,35.80706,37.48,-773.1503
16/04/2015,31,35.86723,41.63,-921.264
16/04/2015,32,35.8763,42.58,-1034.4883
16/04/2015,33,35.95694,42.48,-958.6572
16/04/2015,34,35.97799,44.64,-1079.9945
16/04/2015,35,36.05183,47.45,-720.5959
16/04/2015,36,36.07416,47.95,-561.5468
16/04/2015,37,36.61426,47.3,-418.6486
16/04/2015,38,36.09587,46.99,-321.753
16/04/2015,39,36.08732,47.05,-334.99
16/04/2015,40,36.12484,46.96,-263.2023
16/04/2015,41,36.2,51.45,-38.8651
16/04/2015,42,51.89,58.60983,296.874
16/04/2015,43,48.26,56.71,80.917
16/04/2015,44,36.2,46.38,-152.8695
16/04/2015,45,36.2,46.65,-75.1208
16/04/2015,46,36.2,46.34,-93.5078
16/04/2015,47,36.05623,40.75,-154.1293
16/04/2015,48,36.04597,39.61,-239.9362
17/04/2015,1,36.08841,38.76,-123.6698
17/04/2015,2,35.63616,38,-151.3676
17/04/2015,3,34.96656,38.63,-293.0676
17/04/2015,4,35.03788,38.53,-326.1743
17/04/2015,5,34.66882,38.66,-419.4287
17/04/2015,6,34.09251,38.3,-579.4747
17/04/2015,7,34.01258,37.07,-542.1997
17/04/2015,8,33.02078,37.16,-611.9682
17/04/2015,9,30.69536,37.15,-654.1441
17/04/2015,10,29.93137,36.84,-712.3783
17/04/2015,11,31.82113,37.86,-691.6103
17/04/2015,12,32.43387,37.44,-614.4646
17/04/2015,13,35.08319,40.21,-458.6571
17/04/2015,14,40.74,40.9,10.4353
17/04/2015,15,36.14099,43.39,-156.0071
17/04/2015,16,36.2,43.29,-52.4367
17/04/2015,17,39.20553,43.78,-22.6516
17/04/2015,18,48.07,71.35,162.3654
17/04/2015,19,40.3536,57.32,-77.1133
17/04/2015,20,36.57972,62.1,-397.6063
17/04/2015,21,36.05252,58.75,-608.7505
17/04/2015,22,35.9821,53.06,-636.6342
17/04/2015,23,36.11815,45.75,-462.1686
17/04/2015,24,36.03645,46.72,-417.3247
17/04/2015,25,36.18925,45.97,-478.4475
17/04/2015,26,36.35275,44.43,-478.9897
17/04/2015,27,35.38749,39.31,-720.6931
17/04/2015,28,35.5058,39.33,-818.2638
17/04/2015,29,35.39453,38.76,-897.564
17/04/2015,30,35.55429,38.96,-827.9463
17/04/2015,31,35.77483,42.03,-607.5522
17/04/2015,32,35.77205,42.09,-659.0918
17/04/2015,33,35.93984,43.19,-507.3094
17/04/2015,34,36.2,44.26,-184.7101
17/04/2015,35,36.2,46.19,-61.8966
17/04/2015,36,42.9,42.9,31.2835
17/04/2015,37,35.9,47.16,-151.0742
17/04/2015,38,35.86192,45.62,-258.2243
17/04/2015,39,35.88284,46.44,-216.5393
17/04/2015,40,35.9,46.1,-148.9519
17/04/2015,41,35.86874,49,-193.7993
17/04/2015,42,35.9,49.05,-131.2081
17/04/2015,43,35.76984,46.06,-325.445
17/04/2015,44,35.66462,44.76,-284.1155
17/04/2015,45,35.7013,44.18,-229.6242
17/04/2015,46,35.49059,42.9,-287.0248
17/04/2015,47,35.5,42.3,-24.1218
17/04/2015,48,35.42407,38.87,-81.0869
18/04/2015,1,33.95374,37.46,-309.7186
18/04/2015,2,33.69388,36.26,-405.0483
18/04/2015,3,33.75226,36.95,-346.7369
18/04/2015,4,33.60044,37.86,-270.9885
18/04/2015,5,33.10608,36.43,-318.6418
18/04/2015,6,32.16202,36.68,-145.1924
18/04/2015,7,31.07262,37.08,-161.3634
18/04/2015,8,31.01038,36.03,-181.0415
18/04/2015,9,28.78764,35.63,-170.7001
18/04/2015,10,28.27355,35.82,-79.9893
18/04/2015,11,28.85973,37.49,-151.6127
18/04/2015,12,37.87,42.9,40.1232
18/04/2015,13,32.82948,38.27,-75.4934
18/04/2015,14,32.76479,37.96,-160.8875
18/04/2015,15,33.94351,43.46,-157.3977
18/04/2015,16,33.98815,42.92,-366.7507
18/04/2015,17,35.21834,45.72,-430.1368
18/04/2015,18,35.06425,46.29,-508.0833
18/04/2015,19,35.7698,53.49,-494.6953
18/04/2015,20,35.48209,52.62,-659.237
18/04/2015,21,35.27115,51.01,-784.8634
18/04/2015,22,34.11544,49.54,-1028.8136
18/04/2015,23,33.81705,38.78,-1034.2788
18/04/2015,24,33.94627,38.21,-947.8723
18/04/2015,25,33.96462,37.42,-814.1164
18/04/2015,26,33.94231,36.62,-853.6709
18/04/2015,27,33.40848,35.83,-963.4095
18/04/2015,28,32.52575,35.73,-1083.7678
18/04/2015,29,31.24498,35.71,-1099.4976
18/04/2015,30,28.91508,35.46,-1188.1605
18/04/2015,31,22.06601,35.41,-1171.6748
18/04/2015,32,19.41313,35.2,-1132.6329
18/04/2015,33,25.97781,35.06,-967.8193
18/04/2015,34,33.9851,35.54,-654.0666
18/04/2015,35,34.56666,37.72,-385.0384
18/04/2015,36,34.74967,40.1,-419.4159
18/04/2015,37,34.98482,43.24,-279.8313
18/04/2015,38,35.0654,49.76,-296.0302
18/04/2015,39,35.35511,55.18,-214.8375
18/04/2015,40,35.85922,56.39,-123.4153
18/04/2015,41,36,67.91,-29.4629
18/04/2015,42,50.4,50.4,68.0464
18/04/2015,43,50.32402,50.32402,159.4556
18/04/2015,44,36,49.81,-2.9921
18/04/2015,45,35.12754,46.16,-175.0887
18/04/2015,46,35.1899,46.28,-247.9415
18/04/2015,47,40.58,42.9,66.0411
18/04/2015,48,35.38406,38.4,-49.3089
19/04/2015,1,32.60771,37.15,-300.3371
19/04/2015,2,30.24586,37.04,-393.7166
19/04/2015,3,28.09305,36.52,-373.6286
19/04/2015,4,28.74108,36.76,-305.2892
19/04/2015,5,20.11341,36.33,-484.3152
19/04/2015,6,15.50983,36.37,-560.899
19/04/2015,7,16.79314,35.11,-338.6015
19/04/2015,8,16.81867,34.61,-248.1373
19/04/2015,9,34.27,42.9,83.7358
19/04/2015,10,33.4,42.9,44.7281
19/04/2015,11,31.4,42.9,46.1257
19/04/2015,12,31.03,42.9,59.7666
19/04/2015,13,30.25,32.27,-29.3166
19/04/2015,14,31.72,42.9,37.6296
19/04/2015,15,30.56591,35.19,-270.4992
19/04/2015,16,35.46129,37.44,-86.0893
19/04/2015,17,40.26,47.6528,284.6065
19/04/2015,18,35.5,37.72,-40.14
19/04/2015,19,34.68013,43.27,-270.7667
19/04/2015,20,34.7295,40.69,-407.0579
19/04/2015,21,34.78671,43.45,-541.924
19/04/2015,22,34.76163,43.37,-584.9329
19/04/2015,23,34.64345,45.93,-636.9002
19/04/2015,24,34.73108,46.35,-601.9407
19/04/2015,25,35.32418,48.02,-354.15
19/04/2015,26,35.16233,47.36,-407.4606
19/04/2015,27,35.21003,46.56,-429.9696
19/04/2015,28,35.4458,43.73,-201.8109
19/04/2015,29,35.67008,42.99,-56.6171
19/04/2015,30,36.01184,42.11,-39.8501
19/04/2015,31,35.24878,40.43,-236.0018
19/04/2015,32,35.65643,41.66,-135.6895
19/04/2015,33,42.9,42.9,33.3272
19/04/2015,34,45.38,47.27776,201.6154
19/04/2015,35,43.66472,43.66472,157.0221
19/04/2015,36,42.9,42.9,4.5017
19/04/2015,37,46.04,46.55107,195.9522
19/04/2015,38,46.34878,46.34878,187.8953
19/04/2015,39,42.9,42.9,4.8211
19/04/2015,40,48.92484,48.92484,213.6581
19/04/2015,41,52.58649,52.58649,279.8659
19/04/2015,42,58.24,74.16064,692.0649
19/04/2015,43,56.36,62.42508,548.1411
19/04/2015,44,52.36395,52.36395,331.831
19/04/2015,45,50.54,50.87262,342.5332
19/04/2015,46,42.9,42.9,140.9582
19/04/2015,47,34.72051,39.32,-87.1249
19/04/2015,48,34.72255,37.66,-284.5734
20/04/2015,1,32.96368,37.14,-452.203
20/04/2015,2,32.99699,36.84,-400.382
20/04/2015,3,33.48101,37.64,-334.0381
20/04/2015,4,33.60305,38,-219.8276
20/04/2015,5,33.79716,37.35,-160.9869
20/04/2015,6,33.44539,37.69,-126.6667
20/04/2015,7,33.09772,37.92,-71.9812
20/04/2015,8,33.08981,38.54,-31.8169
20/04/2015,9,33.1,37.24,-13.2417
20/04/2015,10,33.51529,36.56,-139.8376
20/04/2015,11,39.48,40,128.1023
20/04/2015,12,34.76801,38,-8.6007
20/04/2015,13,34.93331,37.59,-58.8673
20/04/2015,14,39.72,40,98.1041
20/04/2015,15,46.34,74.06802,214.0455
20/04/2015,16,49.04,76.96018,223.9874
20/04/2015,17,35.20326,59.28,-45.2007
20/04/2015,18,36.10265,58.47,-286.9522
20/04/2015,19,35.95856,60.33,-302.4801
20/04/2015,20,35.96311,59.09,-424.6626
20/04/2015,21,35.23646,54.69,-553.9287
20/04/2015,22,35.47294,53.93,-658.6852
20/04/2015,23,35.78742,40.81,-515.852
20/04/2015,24,35.75087,40.77,-561.423
20/04/2015,25,35.43067,40.35,-671.4638
20/04/2015,26,35.31279,39.89,-840.3207
20/04/2015,27,35.41958,39.53,-765.9437
20/04/2015,28,35.33917,39.4,-788.8712
20/04/2015,29,35.35565,39.3,-767.4459
20/04/2015,30,35.3305,39.2,-781.084
20/04/2015,31,35.30439,40.68,-790.7042
20/04/2015,32,35.50457,40.77,-685.5018
20/04/2015,33,35.15555,41.91,-851.0643
20/04/2015,34,35.54766,43.41,-556.6877
20/04/2015,35,35.91416,49.85,-415.5857
20/04/2015,36,43.70594,49.98,-269.7555
20/04/2015,37,44.66424,48.53,-355.4041
20/04/2015,38,36.07222,48.91,-142.9427
20/04/2015,39,35.85499,48.54,-280.5371
20/04/2015,40,35.96981,48.96,-280.641
20/04/2015,41,37.03119,49.93,-165.5364
20/04/2015,42,50.88,72.17843,155.9001
20/04/2015,43,40,40,22.4126
20/04/2015,44,35.781,45.51,-390.1017
20/04/2015,45,35.50097,44.53,-346.7928
20/04/2015,46,35.37965,44.17,-406.4557
20/04/2015,47,34.5671,41.29,-484.1019
20/04/2015,48,32.83025,35.74,-462.9022
21/04/2015,1,31.74086,36.45,-486.5469
21/04/2015,2,30.05301,36.35,-624.522
21/04/2015,3,31.42449,36.01,-473.1972
21/04/2015,4,34.80705,36.1,-209.5408
21/04/2015,5,26.99654,36.86,-300.7085
21/04/2015,6,20.46467,35.91,-294.1793
21/04/2015,7,27.78029,33.66,-271.7511
21/04/2015,8,31.37659,33.79,-232.4951
21/04/2015,9,29.75917,33.86,-233.0177
21/04/2015,10,22.73816,34.05,-224.657
21/04/2015,11,33.33352,36.06,-55.077
21/04/2015,12,33.42648,36.8,-209.086
21/04/2015,13,34.83242,36.26,-306.4812
21/04/2015,14,35.24518,37.82,-80.8937
21/04/2015,15,34.83019,44.24,-215.1245
21/04/2015,16,35.00396,49.77,-113.1715
21/04/2015,17,31.41664,68.72,-481.5002
21/04/2015,18,34.64783,57.28,-741.1533
21/04/2015,19,33.49792,50.89,-702.5035
21/04/2015,20,34.59228,49.75,-1003.6924
21/04/2015,21,34.71985,47.58,-1399.7683
21/04/2015,22,34.63421,44.73,-1493.7593
21/04/2015,23,34.87293,37.91,-1214.6603
21/04/2015,24,34.90805,37.68,-1256.341
21/04/2015,25,34.70463,37.52,-1312.7246
21/04/2015,26,34.71399,37.35,-1195.3149
21/04/2015,27,34.97749,37.19,-999.8701
21/04/2015,28,34.98749,37.11,-930.002
21/04/2015,29,34.82835,37.08,-1115.0665
21/04/2015,30,34.81239,36.91,-1274.3085
21/04/2015,31,34.8549,37.32,-1118.9472
21/04/2015,32,34.68211,37.94,-1190.6199
21/04/2015,33,34.99067,38.3,-1110.8814
21/04/2015,34,35.47273,38.85,-756.721
21/04/2015,35,35.53482,44.11,-833.5046
21/04/2015,36,35.7515,43.48,-744.8178
21/04/2015,37,35.58494,42.77,-784.8318
21/04/2015,38,35.68145,41.84,-668.837
21/04/2015,39,35.72052,43.03,-624.7834
21/04/2015,40,35.82473,42.19,-540.4487
21/04/2015,41,36.30562,46.07,-410.1116
21/04/2015,42,36.66796,48.08,-186.8272
21/04/2015,43,35.70397,47.72,-51.5736
21/04/2015,44,35.39941,42.66,-434.0423
21/04/2015,45,35.36515,41.16,-290.8042
21/04/2015,46,35.10077,40.51,-275.4341
21/04/2015,47,34.67826,39.81,-213.8526
21/04/2015,48,27.27367,33.9,-366.3216
22/04/2015,1,24.05096,32.43,-394.1844
22/04/2015,2,20.78093,32.52,-357.9881
22/04/2015,3,22.12496,33.09,-380.3925
22/04/2015,4,16.1798,33.12,-204.5573
22/04/2015,5,13.9053,34.18,-287.7719
22/04/2015,6,15.16939,33.54,-203.6163
22/04/2015,7,9.41177,33.59,-198.5037
22/04/2015,8,10.04009,33.57,-125.7365
22/04/2015,9,8.31603,33.5,-117.6332
22/04/2015,10,10,33.44,-9.4663
22/04/2015,11,10,36.2,-57.8905
22/04/2015,12,24.49331,36.85,-174.3423
22/04/2015,13,33.06673,37.38,-75.5338
22/04/2015,14,37.63,54.06763,52.6947
22/04/2015,15,34.78848,45.04,-147.0098
22/04/2015,16,33.9459,48.95,-153.9144
22/04/2015,17,35.22757,52.38,-443.1863
22/04/2015,18,34.93282,52.14,-863.1402
22/04/2015,19,35.08677,52.08,-931.4142
22/04/2015,20,34.91281,49.38,-1257.8464
22/04/2015,21,35.10262,45.7,-1457.0503
22/04/2015,22,35.07541,43.6,-1469.7832
22/04/2015,23,35.18812,37.22,-1130.5234
22/04/2015,24,34.85835,36.89,-941.032
22/04/2015,25,34.90479,36.81,-858.0712
22/04/2015,26,34.86451,36.66,-873.9919
22/04/2015,27,34.56841,36.86,-990.2686
22/04/2015,28,34.96984,36.76,-914.6433
22/04/2015,29,35.19765,36.88,-750.8575
22/04/2015,30,34.88617,37.04,-810.0181
22/04/2015,31,35.02115,40.74,-669.7604
22/04/2015,32,35.26889,42.11,-491.316
22/04/2015,33,35.53199,42.4,-162.3273
22/04/2015,34,45.37,60.21148,67.1777
22/04/2015,35,35.72519,48.27,-210.3485
22/04/2015,36,36.04661,49.46,-315.3888
22/04/2015,37,35.73945,51.06,-235.9519
22/04/2015,38,36.08209,50.93,-31.0751
22/04/2015,39,35.79135,49.55,-191.2103
22/04/2015,40,35.88826,50.73,-254.3875
22/04/2015,41,35.83712,53.36,-396.1071
22/04/2015,42,36.06243,58.84,-69.3485
22/04/2015,43,41,55.79,-18.126
22/04/2015,44,36.14864,45.06,-165.2018
22/04/2015,45,35.50169,45.1,-335.3334
22/04/2015,46,35.0136,44.47,-370.9644
22/04/2015,47,35.59559,39.47,-39.8168
22/04/2015,48,34.78738,37.33,-251.3713
23/04/2015,1,33.89593,37.21,-548.4225
23/04/2015,2,34.21448,34.99,-455.0295
23/04/2015,3,34.86557,36.46,-166.7029
23/04/2015,4,34.75376,37.17,-192.9251
23/04/2015,5,33.99506,36.98,-318.3169
23/04/2015,6,33.04629,36.82,-292.8668
23/04/2015,7,33.04964,35.05,-272.5749
23/04/2015,8,33.03971,35.33,-360.7399
23/04/2015,9,33.06,34.79,-125.9166
23/04/2015,10,33.11527,34.34,-80.4417
23/04/2015,11,35.1,35.32,-72.2964
23/04/2015,12,35.02581,35.18,-233.6083
23/04/2015,13,34.90833,36.73,-379.9314
23/04/2015,14,35.5475,37.02,-167.9267
23/04/2015,15,42.67,53.44379,34.2165
23/04/2015,16,43.82,61.04378,118.3299
23/04/2015,17,36.08256,66.58,-33.224
23/04/2015,18,35.75605,55.92,-249.5481
23/04/2015,19,35.92037,58.17,-124.4937
23/04/2015,20,35.46411,60.12,-199.8223
23/04/2015,21,35.93706,59.12,-381.5142
23/04/2015,22,35.60961,61.01,-517.0181
23/04/2015,23,34.84606,56.7,-609.0478
23/04/2015,24,34.10402,53.15,-938.3581
23/04/2015,25,33.83779,52.55,-1212.01
23/04/2015,26,33.84415,50.84,-1620.4081
23/04/2015,27,33.99039,45.73,-1859.4169
23/04/2015,28,34.06163,44.88,-1916.2003
23/04/2015,29,33.95964,43.45,-1885.2036
23/04/2015,30,34.11221,42.93,-1845.8586
23/04/2015,31,34.10215,41.33,-1718.2322
23/04/2015,32,34.27911,42.28,-1599.6055
23/04/2015,33,34.46314,43.83,-1470.3192
23/04/2015,34,34.7357,46.83,-1015.6447
23/04/2015,35,34.98331,49.56,-902.1148
23/04/2015,36,35.27454,50.96,-714.7786
23/04/2015,37,35.69775,50.18,-453.9885
23/04/2015,38,35.8716,50.91,-253.2689
23/04/2015,39,35.91085,51.52,-265.0337
23/04/2015,40,35.79774,51.65,-401.9302
23/04/2015,41,35.86928,51.57,-407.0341
23/04/2015,42,35.93476,54.15,-144.6642
23/04/2015,43,35.93924,53.23,-138.6958
23/04/2015,44,35.29513,47.36,-452.1847
23/04/2015,45,34.96798,46.01,-635.4142
23/04/2015,46,34.95343,46.51,-526.3657
23/04/2015,47,35.13,42.58,-35.7962
23/04/2015,48,35.09283,40,-172.643
24/04/2015,1,34.62022,38.91,-414.7333
24/04/2015,2,34.51605,35.41,-357.5957
24/04/2015,3,34.44898,36.38,-323.9533
24/04/2015,4,34.53599,37.01,-283.7866
24/04/2015,5,34.20911,35.37,-388.9752
24/04/2015,6,33.8342,34.43,-379.1125
24/04/2015,7,32.93518,34.18,-333.2111
24/04/2015,8,29.36135,34.12,-366.9252
24/04/2015,9,28.70296,34.11,-423.1615
24/04/2015,10,28.99227,34.12,-401.7657
24/04/2015,11,31.81649,34.64,-337.8931
24/04/2015,12,34.04262,34.74,-241.9977
24/04/2015,13,35.04424,35.75,-99.2334
24/04/2015,14,35.12115,35.12115,-83.2339
24/04/2015,15,35.01087,43.96,-329.1838
24/04/2015,16,35.35682,45.38,-425.9062
24/04/2015,17,35.68633,53.18,-320.2603
24/04/2015,18,35.41836,53.03,-591.398
24/04/2015,19,35.24132,52.36,-634.6499
24/04/2015,20,34.78319,51.16,-844.7262
24/04/2015,21,34.63757,49.7,-862.3848
24/04/2015,22,34.56864,48.18,-739.839
24/04/2015,23,35.20254,41.52,-216.5589
24/04/2015,24,41.91,50.71121,162.118
24/04/2015,25,41.34,51.17,268.5697
24/04/2015,26,41.08,50.71,31.142
24/04/2015,27,35.12502,40.14,-240.3528
24/04/2015,28,34.94066,40.4,-448.1151
24/04/2015,29,34.89232,39.85,-527.9585
24/04/2015,30,34.76529,39.74,-680.7667
24/04/2015,31,34.34331,40.57,-819.0668
24/04/2015,32,34.36486,41.2,-733.0698
24/04/2015,33,34.68919,41.67,-594.1951
24/04/2015,34,35.12513,41.75,-451.5499
24/04/2015,35,35.22871,44.64,-223.8679
24/04/2015,36,35.15244,44.16,-364.2094
24/04/2015,37,34.81519,44.25,-598.9632
24/04/2015,38,34.72882,43.48,-643.3621
24/04/2015,39,35.16991,42.55,-274.4465
24/04/2015,40,35.36426,42.45,-164.7754
24/04/2015,41,35.5,43.11,-65.367
24/04/2015,42,44.53,57.33602,52.2586
24/04/2015,43,35.36178,43.44,-373.7969
24/04/2015,44,34.93569,41.3,-361.2601
24/04/2015,45,34.86084,40.63,-186.5542
24/04/2015,46,34.43158,39.48,-454.0384
24/04/2015,47,44.58716,44.58716,371.3318
24/04/2015,48,34.86251,39.61,-203.6387
25/04/2015,1,34.57379,39.82,-300.8304
25/04/2015,2,31.7519,38.53,-438.8664
25/04/2015,3,28.29152,39.73,-294.6428
25/04/2015,4,28.53006,39.82,-177.0136
25/04/2015,5,33.47969,38.19,-211.1836
25/04/2015,6,21.98882,37.95,-242.1885
25/04/2015,7,17.44601,32.34,-291.6797
25/04/2015,8,14.08448,30.06,-438.3332
25/04/2015,9,13.30747,29.28,-516.3177
25/04/2015,10,8.80694,29.28,-624.836
25/04/2015,11,14.07951,33.43,-406.1873
25/04/2015,12,12.83174,33.28,-477.3862
25/04/2015,13,-6.00097,31.5,-1138.9776
25/04/2015,14,11.16786,33.36,-508.6811
25/04/2015,15,14.5134,38.39,-324.378
25/04/2015,16,19.54795,38.5,-323.1251
25/04/2015,17,33.43077,40.55,-107.0726
25/04/2015,18,34.06755,40.87,-229.6204
